Station Name,Station Code,Lat,Long
goraul,GRL,25.931302,85.318640
gurliramgarhwa,GRRG,27.184372,83.769801
goraya,GRY,31.129503,75.774053
gurdaspur,GSP,32.044205,75.420924
golanthra,GTA,19.218370,84.740453
getorjagatpura,GTJT,26.836727,75.832225
ghatampur,GTM,26.151855,80.174786
ghatnandur,GTU,18.723080,76.563456
galudih,GUD,22.647839,86.411694
guma,GUMA,22.808664,88.601042
gholvad,GVD,20.086627,72.738329
govindimarwar,GVMR,27.031166,75.092987
ganjdundwara,GWA,27.726235,78.938863
gowdavalli,GWV,17.610729,78.468171
gourmalda,GZM,24.948009,88.110949
gandhidham,GIM,23.068655,70.148139
gaya,GAYA,24.802810,84.999305
godhra,GDA,22.776768,73.606148
gondia,G,21.461848,80.192046
gudivada,GDV,16.430518,80.987991
guntakal,GTL,15.175515,77.366712
gwalior,GWL,26.216016,78.181918
gudha,GA,28.313952,76.255569
gunadala,GALA,16.538155,80.673331
gangaganj,GANG,26.292102,81.202212
gubbi,GBB,13.321452,76.939251
gachhipura,GCH,26.953423,74.454439
garladinne,GDE,14.827494,77.592575
gudma,GDM,21.415701,80.287348
gudivada junction,GDVX,16.430461,80.987981
geratpur,GER,22.917115,72.655492
garhmuktesarbr,GGB,28.780696,78.076513
gurgaon,GGN,28.489394,77.010933
ghughuli,GH,27.053790,83.713926
gursahaiganj,GHJ,27.118691,79.732498
garhwa,GHQ,24.175602,83.813586
giddalur,GID,15.379595,78.926178
goriyan,GIO,27.547674,75.265413
gujhandi,GJD,24.498347,85.463335
ghatakavarana,GKB,25.506435,76.160354
gokak road,GKK,16.205325,74.739011
gulaothi,GLH,28.582496,77.801528
goregaon,GM,19.164782,72.849671
girimaidan,GMDN,22.341207,87.306319
gahmar,GMR,25.488832,83.804293
goneana,GNA,30.318602,74.909677
gangadharpur,GNGD,19.815604,85.292996
gangani,GNNA,25.254050,86.609969
ghonsor,GNS,22.657270,79.952407
gidarpindi,GOD,31.153080,75.125075
goilkera,GOL,22.505505,85.379734
gopjam,GOP,22.038857,69.896258
govindpuri,GOY,26.453842,80.313093
gauriphanta,GPF,28.681126,80.554394
gohpur,GPZ,26.895483,93.619670
garudubilli,GRBL,18.202722,83.354655
ghorasahan,GRH,26.820643,85.127252
garhmau,GRM,25.501671,78.661776
guraru,GRRU,24.810927,84.791662
ghosunda,GSD,24.871486,74.535211
gosalpur,GSPR,23.381488,80.058995
gothaj,GTE,22.760341,72.801705
ghutku,GTK,22.167463,82.085603
gomtinagar,GTNR,26.860582,81.002974
gatora,GTW,22.053301,82.227548
guldhar,GUH,28.703852,77.455527
ganagapur road,GUR,17.340720,76.589917
govindgarh,GVG,30.669551,76.297393
godavari,GVN,17.007135,81.771124
gadwal,GWD,16.225260,77.809743
gudiyattam,GYM,12.937583,78.916570
gandhinagar,GADJ,23.234061,72.629332
ghatsila,GTS,22.586049,86.478847
gola gokarannath,GK,28.084537,80.475575
gooty,GY,15.149657,77.626062
gudur,GDR,14.148379,79.845381
guntur,GNT,16.300529,80.442709
gyanpur road,GYN,25.279810,82.427099
galan,GAA,20.609624,75.277378
galgalia,GAGA,26.527463,88.113436
gankar,GALE,24.404248,88.072395
ghanauli,GANL,31.025864,76.591969
gainjahwa,GAW,27.454955,82.245723
gauribidanur,GBD,13.611871,77.512761
ghazipur city,GCT,25.583634,83.568803
godha,GDHA,22.776755,73.606145
ghoksadanga,GDX,26.422427,89.277520
ghatera,GEA,23.829889,79.673886
gandhigram,GG,23.026766,72.568642
gullaguda,GGD,17.416842,78.032798
ghagghar,GHG,30.610413,76.848034
gadadharpur,GHLE,24.013157,87.691878
gidhaur,GHR,24.856495,86.324448
gidni,GII,22.488069,86.853428
gainsari junction,GIR,27.527052,82.544480
gajjelakonda,GJJ,15.777934,79.401964
gorakhpur cant.,GKC,26.751115,83.417477
gundalukamma,GKM,15.984761,79.645216
garla,GLA,17.486208,80.139252
gollaprolu,GLP,17.151463,82.290730
gumani,GMAN,24.798822,87.805218
gamharia,GMH,22.796454,86.102487
garhmuktesar,GMS,28.781018,78.075797
gandhinagarcap,GNC,23.234031,72.629343
gangatolia,GNGT,22.385570,79.964262
goregaon road,GNO,18.163050,73.302798
ganaur,GNU,29.130876,77.010930
garot,GOH,24.278602,75.684165
gole,GOLE,25.891895,71.999689
ghosipura,GOPA,26.212813,78.152291
govindnagar,GOVR,26.853278,82.721696
guptipara,GPAE,23.197430,88.417287
garpos,GPH,22.134211,84.419648
ghorpuri,GPR,18.528173,73.893871
gurla,GQL,25.270885,75.885893
giridih,GRD,24.181964,86.314137
garhimanikpur,GRMR,25.776557,81.414377
ghorawadi,GRWD,18.720332,73.696747
gursarshnewala,GSW,30.138869,74.886261
gumthal,GTF,28.529073,78.763488
geritakolvada,GTKD,23.576550,72.668992
grant road,GTR,18.963749,72.816111
gothangam,GTX,21.290866,72.879092
guler,GULR,32.004350,76.151333
gurhi,GUX,21.630144,76.581058
garividi,GVI,18.273302,83.531166
goresuar,GVR,26.527847,91.722272
gannavaram,GWM,16.556363,80.796168
gulzarbagh,GZH,25.597817,85.204728
gudupulli,GDP,12.803680,78.274924
habibganj,HBJ,23.222358,77.439728
hamiltonganj,HOJ,26.688877,89.421081
harda,HD,22.338138,77.100450
hasimara,HSA,26.726820,89.347664
himmat nagar,HMT,23.591176,72.959881
hoshangabad,HBD,22.753269,77.716135
howrah,HWH,22.584613,88.339366
harippad,HAD,9.280271,76.462542
hathuran,HAT,21.501391,72.969836
harischandrpur,HCR,25.404748,87.867728
hodal,HDL,27.886008,77.388176
hardua,HDU,23.915156,80.283783
haflonghill,HFG,25.152331,93.022098
hagari,HGI,15.151527,77.052171
hooghly,HGY,22.905175,88.376114
holealur,HLAR,15.820002,75.646741
holalkere,HLK,14.038362,76.131787
hadmatiya junction,HM,22.428226,70.470931
hanumangarh town,HMO,29.574521,74.331046
harmuti,HMY,27.121260,93.868688
hanakere,HNK,12.565774,76.981141
hasanpur road,HPO,25.715496,86.185938
hirdagarh,HRG,22.142524,78.517118
harauni,HRN,26.706139,80.747761
husainpur,HSQ,31.311839,75.329667
hathigadh,HTGR,21.618724,71.444036
hatra road,HTT,21.706071,80.207774
hamsavaram,HVM,17.309999,82.484974
haiaghat,HYT,26.020884,85.878827
hajipur,HJP,25.703200,85.215536
hanumangarh,HMH,29.615793,74.298989
haridwar,HW,29.948688,78.155529
hatia,HTE,23.311282,85.307200
hindupur,HUP,13.819244,77.500169
hospet,HPT,15.287249,76.387324
hubli,UBL,15.351238,75.148906
hindaun city,HAN,26.755900,77.031237
hirnoda,HDA,26.885703,75.328154
haidarnagar,HDN,24.498318,83.950725
haldwani,HDW,29.215276,79.534124
hafizpeta,HFZ,17.482756,78.363050
harduaganj,HGJ,27.989740,78.128625
harinagar,HIR,27.156329,84.324356
harangajao,HJO,25.118224,92.856227
harkiakhal,HKL,24.363224,74.918879
haldi road,HLDD,29.039062,79.459255
hamirgarh,HMG,25.187583,74.617245
hempur,HMP,27.616281,80.568101
hathbandh,HN,21.632059,81.846102
hansi,HNS,29.088071,75.947410
hirapur,HPR,20.424519,74.937093
harthala,HRH,28.872468,78.736500
hiranagar,HRNR,32.486959,75.268786
harnaut,HRT,25.371890,85.540878
harsauli,HSI,27.864707,76.615366
hoshiarpur,HSX,31.524721,75.905954
hathras road,HTJ,27.622973,78.137294
hathidah junction,HTZ,25.363747,85.989107
haveri,HVR,14.795339,75.411075
hazaribagh road,HZD,24.174476,85.891535
haldia,HLZ,22.044752,88.065558
hapa,HAPA,22.468123,70.116537
harihar,HRR,14.515057,75.812088
hazrat nizamuddin,NZM,28.589077,77.253439
hingoli,HNL,19.726794,77.147525
hosur,HSRA,12.718510,77.822948
hyderabad,HYB,17.394135,78.467651
hamirpur road,HAR,26.016227,80.190453
habibwala,HBW,29.348799,78.478919
haddinagundu,HDD,15.152793,76.978862
hadapsar,HDP,18.526873,73.927827
himayatnagar,HEM,19.417062,77.869436
hotgi,HG,17.565302,75.989685
hemagiri,HGR,21.876217,83.742846
hojai,HJI,26.002039,92.851852
helak,HK,27.234191,77.374678
hakimpur,HKP,28.879557,78.659105
haldaur,HLDR,29.290434,78.275297
holenarsipur,HLN,12.786922,76.246739
hindumalkote,HMK,30.136415,73.916801
hamarpur,HMPR,18.820083,73.086759
honnavar,HNA,14.315944,74.432657
hol,HOL,21.197961,74.786145
harri,HRB,22.827745,81.882436
hardoi,HRI,27.399251,80.147929
harpalganj,HRPG,25.947204,82.405000
harrad,HRV,23.160869,81.904006
hathras city,HTC,27.599900,78.055077
hatkalangda,HTK,16.747725,74.421113
holambikalan,HUK,28.801642,77.102377
hooghly ghat,HYG,22.904928,88.396419
hafizpur,HZR,28.672203,77.786274
haldibari,HDB,26.335980,88.782823
hapur,HPU,28.740076,77.780936
harpalpur,HPP,25.290486,79.335815
hilsa,HIL,25.317315,85.277031
hisar,HSR,29.152304,75.724409
howbadh,HBG,23.155515,79.931019
harwada,HAA,14.740391,74.259263
hassan,HAS,13.003183,76.117315
harchandpur,HCP,26.343259,81.160785
handiakhas,HDK,25.357399,82.189294
haridaspur,HDS,20.725682,86.115879
her,HER,18.426723,76.971383
haidergarh,HGH,26.621176,81.362796
hinganghat,HGT,20.542517,78.833744
hejjala,HJL,12.848501,77.418358
hirakud,HKG,21.480104,83.905436
hilligrove,HLG,11.342092,76.835509
halisahar,HLR,22.920794,88.436760
helem,HML,26.873076,93.455055
hamira,HMR,26.992435,71.078082
hendegir,HNDR,23.697588,85.176752
haripur,HP,33.984459,72.928512
hadmadiya,HRM,20.934877,70.840889
hathras junction,HRS,27.624936,78.137018
harrawala,HRW,30.260585,78.097340
hisvahal,HSL,20.281168,74.559783
hatundi,HTD,26.365675,74.649259
hatikhali,HTL,25.640247,93.101977
halvad,HVD,23.018415,71.182817
hadyal,HYL,28.532521,75.268648
indara,IAA,25.987617,83.619686
indrabil,IBL,23.445323,86.781680
idgah agra junction,IDH,27.172761,77.997580
indi road,IDR,17.211426,75.919624
iklehra,IKR,22.207918,78.708951
indapur,INP,18.297919,73.244829
iqbalpur,IQB,29.874992,77.803217
isarwara,ISH,23.926984,78.548672
itwari,ITR,21.157679,79.120761
indore,INDB,22.719665,75.868464
isand,EN,23.025494,72.601429
ichauli,ICL,25.521608,80.179160
idalhond,IDJ,15.706423,74.519098
inchhapuri,IHP,28.319947,76.719393
idappalli,IPL,10.034697,76.298436
iqbalgadh,IQG,24.346774,72.534012
ismailaharyana,ISM,28.800081,76.740078
izzatnagar,IZN,28.387757,79.420999
islampur,IPR,25.137520,85.216982
idar,IDAR,23.836128,73.011660
indalvai,IDL,18.549367,78.244942
irinjalakuda,IJK,10.340006,76.281487
indore junction mg,INDM,22.717473,75.868212
ichchpuram,IPM,19.110793,84.680428
iravipuram,IRP,8.867549,76.623440
itola,ITA,22.149701,73.156625
igatpuri,IGP,19.694572,73.562162
itarsi,ET,22.608504,77.767021
ib,IB,21.816196,83.948893
indargarh,IDG,25.727699,76.232878
indupalli,IDP,16.479575,80.877863
ikkar,IKK,29.891906,78.100401
innanje,INJ,13.256133,74.761705
ipurupalem,IPPM,15.852232,80.385431
isarda,ISA,26.170183,76.030578
intiyathok,ITE,27.275186,82.025210
jabalpur,JBP,23.164795,79.950426
jakhal,JHL,29.802332,75.824457
jalgaon,JL,21.018316,75.562987
jammu tawi,JAT,32.706729,74.880706
jaunpur junction,JNU,25.762793,82.699283
jhansi,JHS,25.443817,78.552629
jodhpur,JU,26.283228,73.023096
junagarh junction,JND,21.530406,70.457520
jais,JAIS,26.262198,81.519240
jaora,JAO,23.628031,75.115410
jabri,JBX,23.293791,76.890455
jagdalpur,JDB,19.066661,82.013785
jagudan,JDN,23.515161,72.403516
jarudanaraa,JDW,29.426974,77.706035
jaitsar,JES,29.345255,73.662235
jogidih,JGF,24.277394,83.052980
jaswantnagar,JGR,26.873062,78.894001
jehanabad,JHD,25.225238,84.990329
jhalawar road,JHW,24.541843,75.920075
jira road,JIR,21.450532,71.345438
jhunjhunun,JJN,28.107219,75.390274
jukehi,JKE,23.986782,80.432258
jakhapura,JKPR,20.916829,86.066029
jakhalaun,JLN,24.545952,78.341721
jhilmili,JLY,22.054082,79.155589
jamuniakalan,JMKL,24.406825,74.892907
jamirghata,JMQ,24.916920,88.067816
jambara,JMV,21.942797,78.251751
janiyana,JNE,25.827103,72.336374
junnordeo,JNO,22.191210,78.592263
joychandipahar,JOC,23.516893,86.680915
jorai,JOQ,26.455076,89.803962
jalpaiguri road,JPE,26.559331,88.709774
jiyapuram,JPM,10.873257,78.606131
jiron,JRO,24.607849,78.361025
juriagaon,JRX,26.440141,92.652710
jataulasamphka,JSKA,28.373910,76.801674
jagatbela,JTB,26.771481,83.279462
jath road,JTRD,17.216498,75.110852
jaitwar,JTW,24.740176,80.863525
jaulka,JUK,20.284821,77.075302
jamwala,JVL,20.970897,70.771993
jawad road,JWO,24.557789,74.764954
jeypore,JYP,18.896207,82.554053
jaipur,JP,26.921343,75.785530
jalamb,JM,20.813088,76.573137
jalna,J,19.830946,75.892904
jamnagar,JAM,22.494795,70.053263
jaynagar,JYG,26.589583,86.134547
jhargram,JGM,22.454663,86.998240
jogbani,JBN,26.402864,87.263532
jawali,JAL,25.463386,73.397462
jandrapeta,JAQ,15.809390,80.334152
jungbahadurgnj,JBG,27.768583,80.173194
jethachndan,JCH,27.000255,71.308129
jamjodhpur junction,JDH,21.906220,70.031208
jenapur,JEN,20.851032,86.065686
jeur,JEUR,18.260450,75.162055
jhagadiya junction,JGI,21.726853,73.149179
jogiwala,JGW,31.094837,75.063179
jhingura,JHG,25.124208,82.651280
jigna,JIA,25.157482,82.317846
jirat,JIT,23.097536,88.461392
jhanjharpur,JJP,26.229298,86.268589
jahanikhera,JKH,27.744031,80.239652
jaksi,JKS,23.215417,72.105480
jalesar road,JLS,27.446096,78.170121
jamdha,JMD,20.573452,74.986274
jawlmukhi road,JMKR,32.015736,76.226467
jamsar,JMS,28.252726,73.405257
jhund,JN,23.160840,71.922337
janakinagar,JNKR,25.882161,87.119669
janakpur road,JNR,26.469017,85.701231
janwal,JOA,18.559672,76.755184
jogimagra,JOM,26.698270,73.818848
jalor,JOR,25.354342,72.634131
jhantipahari,JPH,23.353564,86.904835
jogighopa,JPZ,26.239383,90.575169
jeruwakhera,JRK,23.973587,78.478768
jharokhas,JRQ,24.179487,83.163879
jasai,JSA,18.931416,73.025601
jayasingpur,JSP,16.791189,74.551674
jatinga,JTG,25.132561,93.008126
jutogh,JTO,31.101139,77.122475
jorhat town,JTTN,26.750209,94.216933
jatpipli,JTX,23.076336,71.709992
jhulasan,JUL,23.326730,72.471460
jorawarnagar junction,JVN,22.712609,71.641297
jwalapur,JWP,29.928569,78.121008
jam sakhpur,SKR,21.749049,69.833481
jaisalmer,JSM,26.917048,70.928312
jalandhar cantt,JRC,31.306759,75.632624
jalpaiguri,JPG,26.518876,88.723691
janghai,JNH,25.549868,82.310731
jetalsar,JLR,21.729344,70.574116
jharsuguda,JSG,21.862671,84.017906
jolarpettai,JTJ,12.562758,78.577522
jaliya,JA,21.815566,71.632329
jalsunanak,JACN,26.867116,74.246715
jaliyadevani,JALD,22.419732,70.395245
jari,JARI,24.586681,72.060779
jgmblakshnprm,JBK,15.551875,79.071800
jadcherla,JCL,16.752346,78.141677
jharradih,JDI,21.999741,83.053051
jogindernagar,JDNX,31.988980,76.789299
jeonathpur,JEP,25.231769,83.062361
jagadishpur,JGD,24.903511,85.413511
jagesharganj,JGJ,26.026481,81.929538
jakhaura,JHA,24.870681,78.400323
jhimri,JHMR,23.082377,86.030395
jagi road,JID,26.125436,92.197423
jiaganj,JJG,24.244113,88.276911
jejuri,JJR,18.287241,74.171737
jankampet junction,JKM,18.702577,78.053800
jarwal road,JLD,27.120565,81.539701
jhamat,JLT,27.205306,83.343738
jamga,JMG,21.875010,83.564734
jamikunta,JMKT,18.289841,79.476888
jamtara,JMT,23.959242,86.805751
julana,JNA,29.121246,76.395438
jandiala,JNL,31.590056,75.054353
jinti road,JNTR,18.324959,74.877694
jonha,JON,23.358592,85.608730
jogeshwari,JOS,19.136505,72.848874
jhadupudi,JPI,19.028037,84.612828
jaraikela,JRA,22.309538,85.113970
jangipur road,JRLE,24.459363,88.041137
joravasan,JRS,20.730285,72.966197
jaswantgarh,JSH,27.667739,74.442793
jasra,JSR,25.281241,81.776264
jaithari,JTI,23.044772,81.796884
jetpur,JTP,21.764113,70.616359
jaitipur,JTU,26.662935,80.688657
jagadhri,JUD,30.117823,77.286216
jhunpa,JUP,28.765896,75.513651
jawaibandh,JWB,25.114265,73.147552
jangaon,ZN,17.725038,79.154662
jiradei,ZRD,26.220347,84.256499
jajpur keonjhar road,JJKR,20.943355,86.132704
jalandhar city,JUC,31.331615,75.591347
jamalpur,JMP,25.315181,86.493000
jasidih,JSME,24.514582,86.644255
jhajha,JAJ,24.772902,86.386131
jind,JIND,29.329037,76.289550
jorhat,JT,26.750410,94.216850
jhalida,JAA,23.370034,85.974669
jadar,JADR,23.746358,72.952429
jarangdih,JAN,23.769808,85.929101
jarwa,JAW,27.644195,82.521714
junichavand,JCN,21.385598,70.684517
jagdevwala,JDL,28.325944,73.476953
jiwdhara,JDR,26.577647,84.906568
jaleswar,JER,21.797255,87.220295
jgnthtmplgte,JGE,11.738439,75.508252
jagraon,JGN,30.800691,75.472319
jakhim,JHN,24.829220,84.526217
jalila road,JIL,22.235611,71.855223
jhinjhak,JJK,26.555007,79.734196
jakhanian,JKN,25.741578,83.370091
jalalganj,JLL,25.612501,82.772637
jhalwara,JLW,23.772699,80.473839
jamunamukh,JMK,26.108715,92.741440
jimidipeta,JMPT,19.044792,83.422300
jamui,JMU,24.972467,86.255451
junagadhcb,JNDC,21.530426,70.457519
jayngrmajlipur,JNM,22.169296,88.416024
jenal,JNZ,24.327661,72.038201
joba,JOBA,24.040808,81.642459
jaunpur city,JOP,25.733907,82.666821
japla,JPL,24.538691,84.002696
jairamnagar,JRMG,22.034347,82.296341
jarti,JRT,18.890810,82.665515
jasali,JSI,24.168221,71.908730
jarandeshwar,JSV,17.750656,74.077283
jhapaterdhal,JTL,23.367146,87.749784
jatkanhar,JTR,21.179085,80.821534
jetalvad,JTV,21.353077,70.824764
jagadhriwshop,JUDW,30.136060,77.240823
javale,JVA,17.299177,75.158326
jajiwal,JWL,26.367684,73.222305
jaisamand road,JYM,24.221256,73.868832
jamwanthali,WTJ,22.429181,70.322402
jhir,JHIR,26.852230,76.114724
jalalpurdhai,JPD,26.008316,81.155823
kalka,KLK,30.838250,76.932078
kanchipuram,CJ,12.848603,79.705099
kannur,CAN,11.871236,75.368709
karaikkudi junction,KKDI,10.067984,78.792409
kasargod,KGQ,12.491413,74.987852
katni,KTE,23.834050,80.400994
khagaria,KGG,25.506290,86.465381
kharagpur,KGP,22.340897,87.325857
kishangarh,KSG,26.589659,74.856330
kopergaon,KPG,19.903455,74.503716
kotdwara,KTW,29.742589,78.521089
krishnanagar city,KNJ,23.388172,88.493612
kurduwadi,KWV,18.092206,75.416989
khambhat,CBY,22.323478,72.630084
kurla junction,CLA,19.065388,72.879438
karagola road,CRR,25.500364,87.378032
kovilpatti,CVP,9.182462,77.872723
kalhar,KAH,23.977460,78.057591
kalana,KALN,29.005316,75.171766
kanoh,KANO,30.991949,77.117612
karna,KAR,27.321121,80.196659
khatauli,KAT,29.274196,77.737100
kalamna,KAV,21.167825,79.141075
khandbaara,KBH,21.304908,74.044372
koppal,KBL,15.354166,76.144586
kuchman,KCA,25.319385,83.215544
kallkiri,KCI,13.643776,78.801314
karchana,KCN,25.313809,81.916148
khedbrahma,KDBM,24.029741,73.041465
kedgaon,KDG,18.482087,74.376625
kundalgarh,KDLG,24.028396,73.810528
kodiyarmandir,KDMR,21.739425,72.004640
kumedpur,KDPR,25.431474,87.804760
kadambur,KDU,9.001696,77.863206
kenduapada,KED,21.030463,86.383383
kashi,KEI,25.327726,83.031512
kukma,KEMA,23.214219,69.773391
kesrisinghpur,KESR,29.951054,73.619277
kappil,KFI,8.779310,76.679397
kohand,KFU,29.494606,76.968550
katangi,KGE,21.768198,79.802648
khagraghat road,KGLE,24.106490,88.226131
khongsara,KGS,22.551582,81.933736
karunguzhi,KGZ,12.532089,79.911543
khorana,KHC,22.419638,70.839196
khed,KHED,17.712460,73.409260
kusmhi,KHM,26.700925,83.494096
khopoli,KHPI,18.789663,73.344843
kumbhraj,KHRJ,24.362784,77.079282
kandivali,KILE,19.204521,72.851999
kapilas road,KIS,20.558134,85.993872
kajgaon,KJ,25.685575,82.705312
khajauli,KJI,26.484229,86.161864
krishnarajasgra,KJS,12.445293,76.388388
kankaha,KKAH,26.619090,81.007742
kakirigumma,KKGM,18.922871,83.007061
kaikolur,KKLR,16.550789,81.217942
khirkiya,KKN,22.165925,76.859062
kikakui road,KKRD,21.128140,73.472731
kottarakara,KKZ,9.000229,76.765856
kiraoli,KLB,27.133817,77.785905
khemli,KLH,24.691183,73.842865
kalinarynpur junction,KLNP,23.207365,88.573836
kilikollur,KLQ,8.917761,76.632662
kalluru,KLU,14.924270,77.581349
keolari,KLZ,22.375188,79.909529
khambhaliya,KMBL,22.217245,69.657519
kumhari,KMI,21.243832,81.516214
kamli,KMLI,23.862831,72.375932
khamgaon,KMN,20.708081,76.571772
kumbla,KMQ,12.590240,74.943407
kamshet,KMST,18.766879,73.552328
khandip,KNDP,26.640760,76.911543
khanna,KNN,30.708039,76.225279
khanapur,KNP,15.637745,74.499331
kuneru,KNRT,18.966628,83.440678
kosgi,KO,15.847974,77.236342
kohir deccan,KOHR,17.609359,77.712530
kolad,KOL,18.392056,73.223509
khusropur,KOO,25.485217,85.387715
koduru,KOU,13.948937,79.346028
kharpokhra,KPB,27.143231,84.156860
kalipahari,KPK,23.665329,87.016287
kottapndlpalli,KPLL,15.761280,80.281675
kalapipal,KPP,23.333075,76.834338
kapren,KPZ,25.444960,76.086608
koderma,KQR,24.435185,85.527855
kolar,KQZ,13.124056,78.132852
karaboh,KRBO,22.052600,79.265761
khairthal,KRH,27.797828,76.642125
karjoda,KRJD,24.221821,72.457150
karaila road junction,KRLR,24.269863,82.724345
krishanrajanaga,KRNR,12.445189,76.388420
karari,KRQ,25.530554,78.508842
kiratgarh,KRTH,22.538245,77.772642
kashichak,KSC,25.071081,85.719641
kalisindh,KSH,23.344975,76.430799
krishna,KSN,16.410069,77.328726
kosikalan,KSV,27.788327,77.446101
kotshila,KSX,23.411390,86.079251
kotfatteh,KTF,30.119944,75.089704
kotlakheri,KTKH,22.074565,76.174509
kutralam,KTM,11.069876,79.557419
katareah,KTRH,25.399902,87.197624
kottavalasa,KTV,17.891633,83.185986
kulharia,KUA,25.568256,84.758078
kaurha,KUF,27.464433,80.102347
kuram,KUM,20.808449,77.587637
keshavganj,KVJ,24.854675,73.071000
kavutaram,KVM,16.328557,81.069472
kadakavur,KVU,8.679378,76.766924
katwa,KWF,23.640190,88.123471
khojewala,KWJ,31.359533,75.469148
kuanriya,KXA,25.110564,74.010133
kanshbahal,KXN,22.212279,84.667574
kalyani,KYI,22.969408,88.467824
kalyanpur,KYP,22.343854,88.415328
khada,KZA,27.182835,83.868308
khimel,KZQ,25.297208,73.277917
kayalpattinam,KZY,8.567601,78.100324
khudiram b pusa,PUV,25.906512,85.672275
kayamsar,QMRS,28.101048,74.993715
kothariya,RKY,22.176551,70.814174
kulti,ULT,23.738146,86.849058
kacheguda,KCG,17.389528,78.499650
kalol,KLL,23.244580,72.503321
kandhla,KQL,29.339087,77.295456
kanpur central,CNB,26.453054,80.323766
karnal,KUN,29.694707,76.969546
kasganj,KSJ,27.801728,78.645358
katpadi,KPD,12.972672,79.135462
khalilabad,KLD,26.775729,83.055511
khekra,KEX,28.872224,77.289155
kiul,KIUL,25.172009,86.106330
koraput,KRPU,18.792141,82.719077
kot kapura,KKP,30.579110,74.818254
krishnarajapuram,KJM,13.000773,77.674667
kurnool town,KRNT,15.833256,78.032572
kahalgaon,CLG,25.262803,87.234317
kollidam,CLN,11.328727,79.719282
kanpurbgelbk,CPB,26.477641,80.379664
khandala,KAD,18.754800,73.377746
kallal,KAL,9.972274,78.667728
kamakhyaguri,KAMG,26.476489,89.729619
kansiyanes,KANS,23.321016,87.770330
kiratpursahib,KART,31.186445,76.563009
kanwat,KAWT,19.619224,78.203040
kambrganvi,KBI,15.465055,74.836130
kotabommali,KBM,18.488156,84.199644
kabrai,KBR,25.385344,80.038573
krishnacanal,KCC,16.477407,80.605463
kasimpur,KCJ,26.255915,81.543657
kachnara road,KCNR,23.837858,75.102278
karchha,KDHA,23.104602,75.910027
kudatini,KDN,15.214833,76.763424
kadipur,KDQ,25.448545,83.091180
kandaghat,KDZ,30.965908,77.107435
krishnamakona,KEF,15.505089,78.254110
kathleeghat,KEJ,31.021752,77.103631
kotala,KEN,13.606156,79.287379
koparia,KFA,25.661798,86.598523
kukrakhapa,KFP,21.813696,78.896466
khaga,KGA,25.761692,81.102530
kathghar,KGF,28.825745,78.796495
kangramandir,KGMR,32.097536,76.287106
kahiliya,KH,27.775855,79.960209
kichha,KHH,28.913461,79.519683
khatima,KHMA,28.915396,79.969436
khalipali,KHPL,20.950579,83.536431
kharak,KHRK,28.836930,76.308864
khatgaon,KHTG,21.252082,73.983325
khairar junction,KID,25.452304,80.236155
kim,KIM,21.399956,72.926341
khallikot,KIT,19.611705,85.128568
khajurhat,KJA,26.526263,82.127087
kodavaluru,KJJ,14.564498,79.994477
karjat,KJT,18.909514,73.320540
khurja city,KJY,28.252698,77.841200
karakbel,KKB,22.991839,79.341005
karkeli,KKI,23.460806,80.921470
kaklur,KKLU,18.883244,81.620123
khunkhuna,KKNA,27.277785,74.492687
kaikoram,KKRM,16.821148,81.404784
kheril,KL,27.200461,77.040914
kalambha,KLBA,21.345405,78.558723
kamalganj,KLJ,27.303147,79.621779
kelod,KLOD,21.467966,78.888910
khalari,KLRE,23.650932,85.001410
kelva road,KLV,19.624722,72.791069
khamargachhi,KMAE,23.054146,88.444165
kamareddi,KMC,18.325583,78.335520
kaimganj,KMJ,27.540963,79.327161
kamalur,KMLR,18.854676,81.276766
kuchaman city,KMNC,27.053049,74.851520
kumarganj,KMRJ,25.218715,88.065374
kumarhatti,KMTI,30.889326,77.056162
kadalundi,KN,11.134266,75.828279
kanhegaon,KNGN,19.817239,74.571587
kandanurpvaya,KNPL,10.104416,78.837458
kanasar,KNSR,28.138378,73.328583
karonda,KOA,24.330127,78.265049
khodri,KOI,22.665324,81.936203
kolnur,KOLR,18.495889,79.419386
kolhapur,KOP,16.702803,74.237825
kirloskarvadi,KOV,17.083943,74.416144
kapurdha halt,KPDH,22.053783,79.307295
khaprikheda,KPKD,21.263671,79.127696
kumarapuram,KPM,9.088219,77.833305
kannapuram,KPQ,11.984122,75.314280
keshoraipatan,KPTN,25.324535,75.938097
kondagunta,KQA,14.080138,79.793783
kurgunta,KQT,17.191799,77.360183
karepalli,KRA,17.511141,80.271581
kiroda,KRC,27.007252,74.311602
kirandul,KRDL,18.639109,81.259922
korai halt,KRIH,20.959837,86.176493
kyarkop,KRKP,15.455169,74.955761
krishnapur,KRP,24.406552,88.256214
karisath,KRS,25.549450,84.563262
kheralu,KRU,23.882188,72.628530
kadiri,KRY,14.114726,78.165017
keshod,KSD,21.297571,70.251900
kosli,KSI,28.411710,76.465652
kesinga,KSNG,20.188545,83.224994
kasara,KSRA,19.648488,73.473104
kesavaram,KSVM,16.931054,81.880370
kumta,KT,14.437589,74.420718
keutguda,KTGA,19.303954,83.368503
kathua,KTHU,32.397773,75.551108
kotlikalan,KTKL,30.040957,75.297457
kotma,KTMA,23.203051,81.978990
kudra,KTQ,25.049369,83.793343
kathara road,KTRR,26.310035,80.228684
